C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_40_558.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_40_558.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_40_558.jpg,0,0,0,7.81E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_40_660.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_40_660.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_40_660.jpg,0,0,0,7.92E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_40_772.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_40_772.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_40_772.jpg,0,0,0,8.11E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_40_884.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_40_884.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_40_884.jpg,0,0,0,8.13E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_40_996.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_40_996.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_40_996.jpg,0,0,0,8.14E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_41_107.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_41_107.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_41_107.jpg,0,0,0,7.98E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_41_220.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_41_220.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_41_220.jpg,0,0,0,7.86E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_41_332.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_41_332.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_41_332.jpg,0,0,0,7.82E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_41_447.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_41_447.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_41_447.jpg,0,0,0,8.12E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_41_559.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_41_559.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_41_559.jpg,0,0,0,7.88E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_41_672.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_41_672.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_41_672.jpg,0,0,0,7.78E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_41_786.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_41_786.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_41_786.jpg,0,0,0,7.82E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_41_898.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_41_898.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_41_898.jpg,0,0,0,8.01E-05
C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\center_2023_11_07_15_39_42_023.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\left_2023_11_07_15_39_42_023.jpg, C:\Users\shaha\OneDrive\שולחן העבודה\לימודים\UDEMY\Self-Driving-Car\Data\IMG\right_2023_11_07_15_39_42_023.jpg,0,0,0,8.46E-05
